그룹상품번호,상품번호(스마트스토어),판매자상품코드,상품명,채널,스마트스토어전용 상품명,쇼핑윈도전용 상품명,판매상태,전시상태,재고수량,판매가,할인가,판매자할인,네이버부담할인,옵션,추가상품,상품속성,최소구매수량,최대구매수량,복수구매할인,포인트(상품구매),포인트(상품구매/관리자),포인트(텍스트리뷰 작성),포인트(포토/동영상리뷰 작성),포인트(한달사용 텍스트리뷰 작성),포인트(한달사용 포토/동영상리뷰 작성),포인트(알림받기동의고객 리뷰 작성),무이자할부,사은품,풀필먼트사,배송속성,기준시간,묶음배송,배송비유형,배송비결제방식,기본배송비,반품배송비,교환배송비,반품안심케어,네이버쇼핑 등록(스마트스토어),네이버쇼핑 등록(쇼핑윈도),네이버쇼핑상품번호(스마트스토어),네이버쇼핑상품번호(쇼핑윈도),네이버쇼핑상품번호(수급윈도),표준그룹EP ID(스마트스토어),표준그룹EP ID(쇼핑윈도),대분류,중분류,소분류,세분류,제조사명,브랜드명,브랜드ID,모델명,브랜드인증,자체제작,맞춤제작,N개런티,인증정보,판매자바코드,판매자 내부코드1,판매자 내부코드2,대표이미지 URL,판매시작일,판매종료일,모바일 미리보기 생성일,결제여부,상품등록일,최종수정일,구독유형
,13472759594,KQ85QF7S,삼성 QLED TV 1등급 214cm(85인치) KQ85QF7SAFXKR 스탠드,스마트스토어,,,판매중,전시중,200,3490000,1915000,"1,575,000원",,Y,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,91017269946,,,,,디지털/가전,영상가전,TV,QLEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260430_22/1777540612410gHcUu_JPEG/111673416362484481_944919661.jpg,,,,Y,2026-04-30 18:26,2026-04-30 21:22,
,13441164459,AJ30BSS4P36SSY, 시스템 가코드1,스마트스토어,"[전국기본설치포함] 삼성 DVM-H 가정용 무풍 시스템 에어컨 4실, 114.6㎡, 다배관",,판매중지,전시중지,973,100000000,100000000,,,N,Y,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90985674811,,,,,디지털/가전,계절가전,에어컨,시스템에어컨,삼성전자,삼성,108602,가정용 무풍 시스템 에어컨 4실,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20250801_196/17540357305804Vk1I_JPEG/88168591701296962_629506890.jpg,,,,Y,2026-04-23 11:35,2026-04-29 9:10,
,13441159112,AJ30BSS4P36SSY, 시스템 가코드2,스마트스토어,"[전국기본설치포함] 삼성 DVM-H 가정용 무풍 시스템 에어컨 4실, 114.6㎡, 다배관",,판매중지,전시중지,973,100000000,100000000,,,N,Y,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90985669464,,,,,디지털/가전,계절가전,에어컨,시스템에어컨,삼성전자,삼성,108602,가정용 무풍 시스템 에어컨 4실,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20250801_196/17540357305804Vk1I_JPEG/88168591701296962_629506890.jpg,,,,Y,2026-04-23 11:34,2026-04-29 9:10,
,13426614927,AR50F10D13HS,삼성 벽걸이 에어컨 AR50F10D13HS 31.7㎡(10평) 인버터 스마트싱스 AI,스마트스토어,,,판매중지,전시중지,5806,970000,970000,,,N,Y,Y,,,,,1.00%,0,8000,0,2000,1000,,,,일반배송,,,무료,,0,100000,100000,N,Y,-,90971125263,,,,,디지털/가전,계절가전,에어컨,벽걸이형에어컨,삼성전자,삼성,108602,AR50F10D13HS,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20250808_266/1754634108534NpwkI_JPEG/88766977661005279_233237845.jpg,,,,Y,2026-04-20 16:58,2026-04-20 16:58,
,13426613012,AW06C7155,삼성 비스포크윈도우핏 창문형에어컨 AW06C7155GWA 무풍 1등급 19.2㎡ 자가설치,스마트스토어,,,판매중지,전시중지,5754,1090000,1090000,,,Y,Y,Y,,,,,1.00%,0,10000,0,5000,0,,,,N희망일배송,,,무료,,0,100000,100000,N,Y,-,90971123348,,,,,디지털/가전,계절가전,에어컨,창문형에어컨,삼성전자,비스포크,251221,AW06C7155GWAZ 자가설치,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20250327_95/1743034783677DnXH7_JPEG/77389196490285812_1548210470.jpg,,,,Y,2026-04-20 16:57,2026-04-20 16:58,
,13426601620,AF70F17D11GR,"삼성 AI 무풍클래식 멀티에어컨 AF70F17D11GRS 일반배관 전국, 기본설치비포함",스마트스토어,,,판매중지,전시중지,1965,2720000,2720000,,,Y,Y,Y,,1개/1회,,,1.00%,2000,10000,1000,5000,0,,,,N희망일배송,,,무료,,0,0,0,N,N,-,90971111956,,,,,디지털/가전,계절가전,에어컨,멀티형에어컨,삼성전자,삼성,108602,AF70F17D11GRS,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20250403_231/1743682328771NszFC_JPEG/14209183612387132_1015322501.jpg,,,,Y,2026-04-20 16:55,2026-04-20 16:58,
,13413811315,AF90H17D27SR,삼성 AI 무풍콤보 갤러리 프로 멀티에어컨 일반배관 AF90H17D27SRS 전국설치,스마트스토어,,,판매중,전시중,19988,4020000,3609000,"411,000원",,Y,Y,Y,,,,,1.00%,0,20000,0,0,0,,4월 다운로드 쿠폰 12만원 추가 적용,,N희망일배송,,,무료,,0,50000,50000,N,Y,-,90958321651,,,,,디지털/가전,계절가전,에어컨,멀티형에어컨,삼성전자,삼성,108602,AF90H17D27SR,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260417_18/1776413417562D3qF6_JPEG/110546296117888651_1758631881.jpg,,,,Y,2026-04-17 17:23,2026-05-04 11:13,
,13413687198,AF90H17D27S,삼성 AI 무풍콤보 갤러리 프로 스탠드에어컨 일반배관 AF90H17D27SS 전국설치,스마트스토어,,,판매중,전시중,19988,3533000,3039000,"494,000원",,Y,Y,Y,,,,,1.00%,0,20000,0,0,0,,4월 다운로드 쿠폰 12만원 추가 적용,,N희망일배송,,,무료,,0,50000,50000,N,Y,-,90958197534,,,,,디지털/가전,계절가전,에어컨,스탠드형에어컨,삼성전자,삼성,108602,AF90H17D27S,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260417_225/1776411081815H79pl_JPEG/110543933940144984_257896820.jpg,,,,Y,2026-04-17 16:50,2026-05-04 11:14,
,13375852016,KU85MH75,[체험단]삼성 Mini LED TV  KU85MH75AFXKR 4K 214cm(85인치) 1등급 스탠드,스마트스토어,,,판매중,전시중지,5,2890000,1160000,"1,730,000원",,Y,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,50000,50000,N,Y,-,90920362352,,,,,디지털/가전,영상가전,TV,LEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260402_178/17751095383798iTEw_JPEG/121827857785954761_1975653089.jpg,,,,Y,2026-04-09 14:08,2026-04-21 16:35,
,13365410246,HW-LS70H/KR,삼성 뮤직 스튜디오 3.1.1ch HW-LS70H/KR Wi-Fi 스피커 사운드바 고품질 사운드,스마트스토어,,,판매중지,전시중지,999,999000,999000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,삼성전자 온라인 공식인증점 주식회사 보보,,일반배송,,,무료,,0,100000,200000,N,Y,-,90909920578,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,,,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_211/1775544763265YAeQe_JPEG/24873572412089570_2140646427.jpg,,,,Y,2026-04-07 16:03,2026-04-07 16:37,
,13365402216,HW-LS70H/KR,삼성 뮤직 스튜디오 Wi-Fi 스피커 HW-LS70H/KR 3.1.1ch 사운드바 고품질 사운드,스마트스토어,,,판매중지,전시중지,999,999000,999000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,삼성전자 온라인 공식인증점 주식회사 보보,,일반배송,,,무료,,0,100000,200000,N,Y,-,90909912548,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,,,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_211/1775544763265YAeQe_JPEG/24873572412089570_2140646427.jpg,,,,Y,2026-04-07 16:01,2026-04-07 16:37,
,13365108130,HW-LS51H/KR,삼성 뮤직 스튜디오 HW-LS51H/KR Wi-Fi 스피커 사운드바 고품질 사운드,스마트스토어,,,판매중지,전시중지,999,599000,599000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,삼성전자 온라인 공식인증점 주식회사 보보,,일반배송,,,무료,,0,100000,200000,N,Y,-,90909618461,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,,,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_176/1775540889297EpTWd_JPEG/58616354107937092_1565157081.jpg,,,,Y,2026-04-07 14:48,2026-04-07 16:37,
,13365076947,HW-LS51H/KR,삼성 뮤직 스튜디오 Wi-Fi 스피커 HW-LS51H/KR 사운드바 고품질 사운드,스마트스토어,,,판매중지,전시중지,999,599000,599000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,삼성전자 온라인 공식인증점 주식회사 보보,,일반배송,,,무료,,0,100000,200000,N,Y,-,90909587279,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,,,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_233/1775540246966xt0GP_JPEG/13325251165189891_141149325.jpg,,,,Y,2026-04-07 14:40,2026-04-07 16:37,
,13364980157,HW-LS50H/KR,삼성 뮤직 스튜디오 Wi-Fi 스피커 HW-LS50H/KR 사운드바 고품질 사운드,스마트스토어,,,판매중지,전시중지,999,599000,599000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,삼성전자 온라인 공식인증점 주식회사 보보,,일반배송,,,무료,,0,100000,200000,N,Y,-,90909490489,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,,,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_158/1775538948523TOdB4_JPEG/13323952727885731_1942411287.jpg,,,,Y,2026-04-07 14:16,2026-04-07 16:37,
,13364894490,HW-LS50H/KR,삼성 뮤직 스튜디오 HW-LS50H/KR Wi-Fi 스피커 사운드바 고품질 사운드,스마트스토어,,,판매중지,전시중지,999,599000,599000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,삼성전자 온라인 공식인증점 주식회사 보보,,일반배송,,,무료,,0,100000,200000,N,Y,-,90909404822,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,,,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_153/177553592097217rG7_JPEG/51938363108161046_555250072.jpg,,,,Y,2026-04-07 13:51,2026-04-07 16:37,
,13364322369,HW-Q930H/KR,삼성 사운드바 HW-Q930H/KR  9.1.4ch 고품질 사운드,스마트스토어,,,판매중지,전시중지,999,1390000,1390000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,삼성전자 온라인 공식인증점 주식회사 보보,,일반배송,,,무료,,0,100000,200000,N,Y,-,90908832701,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,,,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_87/1775528403422vXR7z_JPEG/58603868217571211_99132769.jpg,,,,Y,2026-04-07 11:20,2026-04-08 10:30,
,13364314424,HW-Q930H/KR,삼성 사운드바 9.1.4ch HW-Q930H/KR 고품질 사운드,스마트스토어,,,판매중지,전시중지,999,1390000,1390000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,삼성전자 온라인 공식인증점 주식회사 보보,,일반배송,,,무료,,0,100000,200000,N,Y,-,90908824756,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,,,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_172/1775528346092qiyjs_JPEG/16675075786912544_413785288.jpg,,,,Y,2026-04-07 11:18,2026-04-08 10:26,
,13332464497,KQ65QF8A,삼성 AI QLED TV 4K KQ65QF8AAFXKR 1등급 163cm(65인치),스마트스토어,,,판매중,전시중,1003,2090000,935000,"1,155,000원",,Y,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90876974829,,,,,디지털/가전,영상가전,TV,QLEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260331_96/1774954804024Vyzwt_JPEG/25256944119679595_331219414.jpg,,,,Y,2026-03-31 20:06,2026-04-30 21:21,
,13332462033,KQ65QF8A,삼성 AI QLED TV 4K 1등급 163cm(65인치) KQ65QF8AAFXKR,스마트스토어,,,판매중,전시중,949,2090000,989000,"1,101,000원",,Y,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90876972365,,,,,디지털/가전,영상가전,TV,QLEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260331_96/1774954804024Vyzwt_JPEG/25256944119679595_331219414.jpg,,,,Y,2026-03-31 20:05,2026-05-04 10:57,
,13332374270,KU65UF8030,삼성 Crystal UHD TV 4K KU65UF8030FXKR 1등급 163cm(65인치),스마트스토어,,,판매중,전시중,1010,1590000,1000000,"590,000원",,Y,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90876884602,,,,,디지털/가전,영상가전,TV,LEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260331_119/17749527173821y3hI_JPEG/9095136189106824_1843982252.jpg,,,,Y,2026-03-31 19:40,2026-04-30 21:21,
,13332372382,KU65UF8030,삼성 Crystal UHD TV 4K 1등급 163cm(65인치) KU65UF8030FXKR,스마트스토어,,,판매중,전시중,1007,1590000,1057000,"533,000원",,Y,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90876882714,,,,,디지털/가전,영상가전,TV,LEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260331_119/17749527173821y3hI_JPEG/9095136189106824_1843982252.jpg,,,,Y,2026-03-31 19:39,2026-05-04 10:56,
,13326307498,VR70F00AHH,삼성 로봇청소기 준비중-11,스마트스토어,,,판매중지,전시중지,862,1500000,1500000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,0,0,N,Y,-,90870817830,,,,,디지털/가전,청소기,로봇청소기,,삼성전자,삼성,108602,삼성로봇청소기,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20191025_199/1571970645314pJtjI_JPEG/9332978870386324_746573620.jpg,,,,Y,2026-03-30 14:10,2026-03-30 14:14,
,13326306844,VR70F00AHG,삼성 로봇청소기 준비중-10,스마트스토어,,,판매중지,전시중지,862,1500000,1500000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,0,0,N,Y,-,90870817175,,,,,디지털/가전,청소기,로봇청소기,,삼성전자,삼성,108602,삼성로봇청소기,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20191025_199/1571970645314pJtjI_JPEG/9332978870386324_746573620.jpg,,,,Y,2026-03-30 14:10,2026-03-30 14:14,
,13326306101,VR70F00SGG,삼성 로봇청소기 준비중-9,스마트스토어,,,판매중지,전시중지,862,1500000,1500000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,0,0,N,Y,-,90870816433,,,,,디지털/가전,청소기,로봇청소기,,삼성전자,삼성,108602,삼성로봇청소기,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20191025_199/1571970645314pJtjI_JPEG/9332978870386324_746573620.jpg,,,,Y,2026-03-30 14:10,2026-03-30 14:14,
,13325601387,VS28D952HCB,삼성 비스포크 AI 제트 Lite 청소기 VS28D952HCB 280W 산토리니 베이지,스마트스토어,,,판매중,전시중,1989,1549000,1359000,"190,000원",,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,일반배송,,,무료,,0,0,0,N,Y,-,90870111719,,,,,디지털/가전,청소기,무선청소기,핸디스틱청소기,삼성전자,삼성,108602,비스포크 AI 제트 Lite,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260330_48/17748355073222vlJw_JPEG/55930913208439639_1049806805.jpg,,,,Y,2026-03-30 10:52,2026-04-30 19:17,
,13325594355,VS28D952HCA,삼성 비스포크 AI 제트 Lite 청소기 VS28D952HCA 280W 페블 그레이,스마트스토어,,,판매중,전시중,1989,1549000,1359000,"190,000원",,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,일반배송,,,무료,,0,0,0,N,Y,-,90870104687,,,,,디지털/가전,청소기,무선청소기,핸디스틱청소기,삼성전자,삼성,108602,비스포크 AI 제트 Lite,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260330_184/1774834667862PvRm5_JPEG/23590939008700459_1846872858.jpg,,,,Y,2026-03-30 10:51,2026-04-30 19:17,
,13268311410,KU43MH70,삼성 Mini LED TV KU43MH70AFXKR MH70 108cm 4K AI 스탠드,스마트스토어,,,판매중,전시중,1998,990000,790000,"200,000원",,Y,N,Y,,,,,1.00%,10000,20000,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90812821742,,,,,디지털/가전,영상가전,TV,LEDTV,삼성전자,삼성,108602,KU43MH70AFXKR,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260424_119/17770170488438MCjD_JPEG/1416662656483300_590501208.jpg,,,,Y,2026-03-18 14:31,2026-04-30 23:19,
,13268310535,HW-LS70H/KR,삼성 뮤직 스튜디오 HW-LS70H/KR Wi-Fi 스피커 3.1.1ch 사운드바 고품질 사운드,스마트스토어,,,판매중,전시중,200,999000,999000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,일반배송,,,무료,,0,50000,50000,N,Y,-,90812820867,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,삼성,108602,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260408_170/1775607691106or2v0_JPEG/38599151238657548_586171776.jpg,,,,Y,2026-03-18 14:31,2026-05-04 13:30,
,13268309499,HW-LS51H/KR,삼성 뮤직 스튜디오 Wi-Fi 스피커 HW-LS51H/KR 고품질 사운드 사운드바,스마트스토어,,,판매중,전시중,200,599000,599000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,일반배송,,,무료,,0,50000,50000,N,Y,-,90812819831,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,삼성,108602,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_297/1775552259046vN75U_JPEG/68277377339586095_1158037118.jpg,,,,Y,2026-03-18 14:30,2026-05-04 13:30,
,13268308691,HW-LS50H/KR,삼성 뮤직 스튜디오 Wi-Fi 스피커 사운드바 HW-LS50H/KR 고품질 사운드,스마트스토어,,,판매중,전시중,200,599000,599000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,일반배송,,,무료,,0,50000,50000,N,Y,-,90812819023,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,삼성,108602,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_161/1775551004275jczon_JPEG/58626469072659151_755385727.jpg,,,,Y,2026-03-18 14:30,2026-05-04 13:30,
,13268307990,HW-Q930H/KR,삼성 사운드바 9.1.4ch HW-Q930H/KR Q 시리즈 고품질 사운드,스마트스토어,,,판매중,전시중,199,1390000,1390000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,일반배송,,,무료,,0,50000,50000,N,Y,-,90812818323,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,삼성,108602,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_87/1775528403422vXR7z_JPEG/58603868217571211_99132769.jpg,,,,Y,2026-03-18 14:30,2026-04-15 9:25,
,13268307284,KQ85QNH70,삼성 2026 Neo QLED 214cm 4K AI TV QNH70 스마트 대형티비 스탠드,스마트스토어,,,판매중,전시중,190,3690000,2990000,"700,000원",,Y,N,Y,,,,,1.00%,0,20000,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90812817616,,,,,디지털/가전,영상가전,TV,QLEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260402_46/17751105361055feCp_JPEG/109243439243134786_252786923.jpg,,,,Y,2026-03-18 14:30,2026-04-30 23:20,
,13268306506,KU85MH75,삼성 2026 Mini LED MH75 214cm 4K AI 스마트 축구 대형TV 스탠드,스마트스토어,,,판매중,전시중,198,2890000,2490000,"400,000원",,Y,N,Y,,,,,1.00%,0,20000,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90812816838,,,,,디지털/가전,영상가전,TV,LEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260402_178/17751095383798iTEw_JPEG/121827857785954761_1975653089.jpg,,,,Y,2026-03-18 14:30,2026-04-30 23:22,
,13268305654,KU85MH75,삼성 Mini LED TV 4K 1등급 214cm(85) KU85MH75AFXKR 스탠드,스마트스토어,,,판매중,전시중,198,2890000,2490000,"400,000원",,Y,N,Y,,,,,1.00%,0,20000,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90812815986,,,,,디지털/가전,영상가전,TV,LEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260417_102/1776404021277N2c6L_JPEG/2647819392288334_754680528.jpg,,,,Y,2026-03-18 14:29,2026-04-30 23:19,
,13268304838,,삼성 Neo QLED TV 스탠드_가코드10,스마트스토어,,,판매중,전시중지,1991,14700000,14700000,,,Y,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,100000,N,Y,-,90812815170,,,,,디지털/가전,영상가전,TV,QLEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260223_135/1771825020962FF8em_JPEG/24537904119596037_594703236.jpg,,,,Y,2026-03-18 14:29,2026-03-18 14:31,
,13268303898,,삼성 Neo QLED TV 스탠드_가코드9,스마트스토어,,,판매중,전시중지,1991,14700000,14700000,,,Y,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,100000,N,Y,-,90812814230,,,,,디지털/가전,영상가전,TV,QLEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260223_135/1771825020962FF8em_JPEG/24537904119596037_594703236.jpg,,,,Y,2026-03-18 14:29,2026-03-18 14:31,
,13268303017,KQ65SF8E,삼성 OLED TV 4K 163cm(65인치) KQ65SF8EAEXKR 스탠드,스마트스토어,,,판매중,전시중,1989,3290000,1855000,"1,435,000원",,Y,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,100000,N,Y,-,90812813349,,,,,디지털/가전,영상가전,TV,OLEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20251001_133/1759279010514qBHPJ_JPEG/3522985030058432_468205888.jpg,,,,Y,2026-03-18 14:29,2026-05-04 13:28,
,13268301953,KQ85QF7S,삼성 QLED TV 1등급 KQ85QF7SAFXKR 214cm(85인치) 스탠드,스마트스토어,,,판매중,전시중,1990,3490000,2034000,"1,456,000원",,Y,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90812812285,,,,,디지털/가전,영상가전,TV,QLEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260430_216/1777553896825tcaUi_JPEG/79497910624422569_906762794.jpg,,,,Y,2026-03-18 14:28,2026-05-06 11:26,
,13268300786,KU43MH70,삼성 Mini LED TV MH70 108cm 4K AI KU43MH70AFXKR 스탠드,스마트스토어,,,판매중,전시중,1990,990000,790000,"200,000원",,Y,N,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,200000,N,Y,-,90812811117,,,,,디지털/가전,영상가전,TV,LEDTV,삼성전자,삼성,108602,KU43MH70AFXKR,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260424_119/17770170488438MCjD_JPEG/1416662656483300_590501208.jpg,,,,Y,2026-03-18 14:28,2026-04-30 23:20,
,13268299960,HW-LS70H/KR,삼성 뮤직 스튜디오 3.1.1ch HW-LS70H/KR Wi-Fi 스피커 사운드바 고품질 사운드,스마트스토어,,,판매중,전시중,999,999000,999000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,일반배송,,,무료,,0,100000,100000,N,Y,-,90812810292,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,삼성,108602,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260408_193/1775608197079xAjO2_JPEG/52010639208720775_1228393511.jpg,,,,Y,2026-03-18 14:28,2026-05-04 13:30,
,13268298416,HW-LS51H/KR,삼성 Wi-Fi 스피커 뮤직 스튜디오 HW-LS51H/KR 고품질 사운드 사운드바,스마트스토어,,,판매중,전시중,1991,599000,599000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,일반배송,,,무료,,0,100000,100000,N,Y,-,90812808747,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,삼성,108602,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260408_74/1775607228787lNUhP_JPEG/25186384676255822_983570654.jpg,,,,Y,2026-03-18 14:28,2026-05-04 13:30,
,13268297494,HW-LS50H/KR,삼성 뮤직 스튜디오 Wi-Fi 스피커 HW-LS50H/KR 사운드바 고품질 사운드,스마트스토어,,,판매중,전시중,1991,599000,599000,,,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,일반배송,,,무료,,0,100000,100000,N,Y,-,90812807826,,,,,디지털/가전,음향가전,홈시어터,사운드바시스템,삼성전자,삼성,108602,사운드바,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20260407_9/1775551661724xduPi_JPEG/38543121843846957_183822699.jpg,,,,Y,2026-03-18 14:27,2026-05-04 13:30,
,13238510532,KQ42SF9E,삼성 OLED TV 방게임용 최적 눈 편한 프리미엄 화질 KQ42SF9EAEXKR (42),스마트스토어,,,판매종료,전시중지,77,1890000,1007000,"883,000원",,Y,Y,Y,,,,,1.00%,0,0,0,0,0,,,,N희망일배송,,,무료,,0,100000,100000,N,Y,-,90783020864,,,,,디지털/가전,영상가전,TV,OLEDTV,삼성전자,삼성,108602,삼성 TV,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20250422_62/1745301581664Kgem9_JPEG/71331066931093356_341816941.jpg,46104.41667,46123.99931,,Y,2026-03-12 17:03,2026-04-03 15:36,
,13198669403,,삼성 인버터 제습기 AY18CG7500GND 1등급 18L 물통6L,스마트스토어,,,판매중지,전시중지,2,649000,489000,"160,000원",,N,N,Y,,,,,1.00%,0,0,0,0,0,,,,오늘출발,"평일 13시30분까지 결제 완료된 주문

",,무료,,0,20000,20000,N,Y,-,90743180500,,,,,디지털/가전,계절가전,제습기,일반용제습기,삼성전자,삼성,108602,AY18CG7500G 18L,Y,N,N,N,Y,,,,http://shop1.phinf.naver.net/20250721_125/1753085113785p4Exd_JPEG/23349782902559469_793564743.jpg,,,,Y,2026-03-04 14:46,2026-04-23 11:02,
